3.216876e+02 0.000000e+00
3.216979e+02 0.000000e+00
3.217082e+02 0.000000e+00
3.217185e+02 0.000000e+00
3.217288e+02 0.000000e+00
3.217391e+02 0.000000e+00
3.217494e+02 0.000000e+00
3.217597e+02 0.000000e+00
3.217700e+02 0.000000e+00
3.217803e+02 0.000000e+00
3.217905e+02 0.000000e+00
3.218008e+02 0.000000e+00
3.218111e+02 0.000000e+00
3.218214e+02 0.000000e+00
3.218317e+02 0.000000e+00
3.218420e+02 0.000000e+00
3.218523e+02 0.000000e+00
3.218626e+02 0.000000e+00
3.218729e+02 0.000000e+00
3.218832e+02 1.941220e-05
3.218934e+02 0.000000e+00
3.219037e+02 0.000000e+00
3.219140e+02 0.000000e+00
3.219243e+02 0.000000e+00
3.219346e+02 0.000000e+00
3.219449e+02 9.706099e-06
3.219552e+02 9.706099e-06
3.219655e+02 1.941220e-05
3.219758e+02 9.706099e-06
3.219861e+02 0.000000e+00
3.219963e+02 1.941220e-05
3.220066e+02 1.941220e-05
3.220169e+02 2.911830e-05
3.220272e+02 2.911830e-05
3.220375e+02 9.706099e-06
3.220478e+02 4.853050e-05
3.220581e+02 6.794270e-05
3.220684e+02 6.794270e-05
3.220787e+02 1.164732e-04
3.220890e+02 1.261793e-04
3.220992e+02 5.823660e-05
3.221095e+02 9.706099e-05
3.221198e+02 1.164732e-04
3.221301e+02 2.135342e-04
3.221404e+02 1.067671e-04
3.221507e+02 2.426525e-04
3.221610e+02 2.232403e-04
3.221713e+02 2.426525e-04
3.221816e+02 3.300074e-04
3.221919e+02 4.173623e-04
3.222021e+02 4.173623e-04
3.222124e+02 3.397135e-04
3.222227e+02 6.211904e-04
3.222330e+02 9.317855e-04
3.222433e+02 9.609038e-04
3.222536e+02 1.087083e-03
3.222639e+02 1.213262e-03
3.222742e+02 1.320030e-03
3.222845e+02 1.688861e-03
3.222948e+02 2.018869e-03
3.223050e+02 2.115930e-03
3.223153e+02 2.174166e-03
3.223256e+02 2.902124e-03
3.223359e+02 3.542726e-03
3.223462e+02 3.523314e-03
3.223565e+02 4.532748e-03
3.223668e+02 5.299530e-03
3.223771e+02 6.027488e-03
3.223874e+02 6.833094e-03
3.223977e+02 7.599876e-03
3.224079e+02 8.822844e-03
3.224182e+02 1.009434e-02
3.224285e+02 1.158908e-02
3.224388e+02 1.257910e-02
3.224491e+02 1.550064e-02
3.224594e+02 1.681096e-02
3.224697e+02 1.841247e-02
3.224800e+02 2.130489e-02
3.224903e+02 2.369259e-02
3.225006e+02 2.753620e-02
3.225108e+02 3.076833e-02
3.225211e+02 3.584462e-02
3.225314e+02 4.069767e-02
3.225417e+02 4.412393e-02
3.225520e+02 4.947199e-02
3.225623e+02 5.647009e-02
3.225726e+02 6.280817e-02
3.225829e+02 7.019451e-02
3.225932e+02 7.925030e-02
3.226035e+02 8.641340e-02
3.226137e+02 9.643980e-02
3.226240e+02 1.076018e-01
3.226343e+02 1.186085e-01
3.226446e+02 1.333327e-01
3.226549e+02 1.438056e-01
3.226652e+02 1.583453e-01
3.226755e+02 1.753892e-01
3.226858e+02 1.911907e-01
3.226961e+02 2.111368e-01
3.227064e+02 2.288019e-01
3.227166e+02 2.512715e-01
3.227269e+02 2.735761e-01
3.227372e+02 2.967543e-01
3.227475e+02 3.210389e-01
3.227578e+02 3.504581e-01
3.227681e+02 3.769072e-01
3.227784e+02 4.024828e-01
3.227887e+02 4.311546e-01
3.227990e+02 4.607000e-01
3.228093e+02 4.960593e-01
3.228195e+02 5.281283e-01
3.228298e+02 5.649629e-01
3.228401e+02 5.969736e-01
3.228504e+02 6.261113e-01
3.228607e+02 6.620724e-01
3.228710e+02 6.927534e-01
3.228813e+02 7.243856e-01
3.228916e+02 7.599779e-01
3.229019e+02 7.921245e-01
3.229122e+02 8.230190e-01
3.229224e+02 8.474298e-01
3.229327e+02 8.730248e-01
3.229430e+02 8.915732e-01
3.229533e+02 9.178185e-01
3.229636e+02 9.309023e-01
3.229739e+02 9.497418e-01
3.229842e+02 9.633886e-01
3.229945e+02 9.670187e-01
3.230048e+02 9.771518e-01
3.230151e+02 9.826746e-01
3.230253e+02 9.864600e-01
3.230356e+02 9.824514e-01
3.230459e+02 9.934484e-01
3.230562e+02 1.000000e+00
3.230665e+02 9.899251e-01
3.230768e+02 9.941375e-01
3.230871e+02 9.906239e-01
3.230974e+02 9.927398e-01
3.231077e+02 9.874500e-01
3.231180e+02 9.884012e-01
3.231282e+02 9.947587e-01
3.231385e+02 9.938560e-01
3.231488e+02 9.894106e-01
3.231591e+02 9.957681e-01
3.231694e+02 9.951372e-01
3.231797e+02 9.946422e-01
3.231900e+02 9.994176e-01
3.232003e+02 9.938463e-01
3.232106e+02 9.966708e-01
3.232209e+02 9.998738e-01
3.232311e+02 9.996506e-01
3.232414e+02 9.909151e-01
3.232517e+02 9.889933e-01
3.232620e+02 9.909054e-01
3.232723e+02 9.926525e-01
3.232826e+02 9.866153e-01
3.232929e+02 9.941958e-01
3.233032e+02 9.912451e-01
3.233135e+02 9.945452e-01
3.233238e+02 9.933125e-01
3.233340e+02 9.970396e-01
3.233443e+02 9.871491e-01
3.233546e+02 9.918372e-01
3.233649e+02 9.868774e-01
3.233752e+02 9.941181e-01
3.233855e+02 9.920313e-01
3.233958e+02 9.884303e-01
3.234061e+02 9.888865e-01
3.234164e+02 9.936619e-01
3.234267e+02 9.993303e-01
3.234369e+02 9.908083e-01
3.234472e+02 9.946131e-01
3.234575e+02 9.888962e-01
3.234678e+02 9.870812e-01
3.234781e+02 9.885759e-01
3.234884e+02 9.878674e-01
3.234987e+02 9.921963e-01
3.235090e+02 9.818108e-01
3.235193e+02 9.890127e-01
3.235296e+02 9.877897e-01
3.235398e+02 9.815390e-01
3.235501e+02 9.800831e-01
3.235604e+02 9.795395e-01
3.235707e+02 9.772586e-01
3.235810e+02 9.699887e-01
3.235913e+02 9.717164e-01
3.236016e+02 9.561867e-01
3.236119e+02 9.615056e-01
3.236222e+02 9.597585e-01
3.236325e+02 9.423943e-01
3.236427e+02 9.437434e-01
3.236530e+02 9.273790e-01
3.236633e+02 9.202741e-01
3.236736e+02 9.105777e-01
3.236839e+02 8.926700e-01
3.236942e+02 8.826241e-01
3.237045e+02 8.612901e-01
3.237148e+02 8.439162e-01
3.237251e+02 8.229510e-01
3.237354e+02 8.028982e-01
3.237456e+02 7.733432e-01
3.237559e+02 7.459526e-01
3.237662e+02 7.228132e-01
3.237765e+02 6.817079e-01
3.237868e+02 6.456109e-01
3.237971e+02 5.931009e-01
3.238074e+02 5.449878e-01
3.238177e+02 4.927592e-01
3.238280e+02 4.288058e-01
3.238383e+02 3.635808e-01
3.238485e+02 2.970940e-01
3.238588e+02 2.299472e-01
3.238691e+02 1.655958e-01
3.238794e+02 1.084268e-01
3.238897e+02 6.333230e-02
3.239000e+02 3.138953e-02
3.239103e+02 1.303529e-02
3.239206e+02 3.843615e-03
3.239309e+02 7.182513e-04
3.239412e+02 1.164732e-04
3.239514e+02 0.000000e+00
3.239617e+02 0.000000e+00
3.239720e+02 0.000000e+00
3.239823e+02 0.000000e+00
3.239926e+02 0.000000e+00
3.240029e+02 0.000000e+00
3.240132e+02 0.000000e+00
3.240235e+02 0.000000e+00
3.240338e+02 0.000000e+00
3.240441e+02 0.000000e+00
3.240543e+02 0.000000e+00
3.240646e+02 0.000000e+00
3.240749e+02 0.000000e+00
3.240852e+02 0.000000e+00
3.240955e+02 0.000000e+00
3.241058e+02 0.000000e+00
3.241161e+02 0.000000e+00
3.241264e+02 0.000000e+00
3.241367e+02 0.000000e+00
3.241470e+02 0.000000e+00
3.241572e+02 0.000000e+00
3.241675e+02 0.000000e+00
3.241778e+02 0.000000e+00
3.241881e+02 0.000000e+00
3.241984e+02 0.000000e+00
3.242087e+02 0.000000e+00
3.242190e+02 0.000000e+00
3.242293e+02 0.000000e+00
3.242396e+02 0.000000e+00
3.242499e+02 0.000000e+00
